,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset in data table (for modders),0x00 (0),0x04 (4),0x08 (8),0xC (12),0x10 (16),0x14 (20),0x18 (24),0x1C (28),0x20 (32),0x24 (36),0x25 (37),0x26 (38),0x27 (39),0x29 (41),0x2C (44),0x2D (45),0x2E (46),0x2F (47),0x30 (48),0x31 (49),0x32 (50),0x33 (51),0x35 (53),0x37 (55),0x38 (56),0x3C (60),0x40 (64),0x44 (68),0x48 (72),0x4C (76),0x50 (80),0x54 (84),0x5C (92),0x60 (96),0x64 (100),0x65 (101),0x66 (102),0x67 (103),0x68 (104),0x6C (108),0x70 (112),0x74 (116),0x78 (120),0x7C (124),0x80 (128),0x84 (132),0x88 (136),0x8C (140),0x90 (144),0x94 (148),0x98 (152),0x9C (156),0xA0 (160),0xA4 (164),0xA8 (168),0xBC (188),0xC0 (192),0xC4 (196),0xC8 (200),0xCC (204),0xD0 (208),0xD4 (212),0xD8 (216),0xDC (220),0xE0 (224),0xE8 (232),0xEC (236),0xF0 (240),0xF4 (244),0x110 (272),0x130 (304),0x134 (308),0x138 (312),0x13C (316),0x140 (320),0x144 (324),0x148 (328),0x14C (332),0x150 (336),0x154 (340),0x158 (344),0x15C (348),0x160 (352),0x164 (356),0x168 (360),0x16C (364),,,,Params right of here are only useful to modders,0xAC (172),0xB0 (176),0xB4 (180),0xB8 (184),0xE4 (228),0xF8 (248),0xFC (252),0x100 (256),0x104 (260),0x108 (264),0x10C (268),0x114 (276),0x118 (280),0x11C (284),0x120 (288),0x124 (292),0x128 (296),0x12C (300),Total Size
Jack Frost,669,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,669,668,667,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,670,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,670,669,668,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,671,1,53,50,6,5,3,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,671,670,669,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,672,1,57,47,5,6,4,3,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,672,671,670,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,673,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,673,672,671,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,674,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,674,673,672,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,675,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,675,674,673,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,676,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,676,675,674,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,677,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,677,676,675,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,678,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,678,677,676,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,679,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,679,678,677,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,680,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,680,679,678,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Satan,681,99,99999,9999,132,198,132,132,132,1,1,0,1,0,1,0,0,2,1,0,1,1,98,5,100,100,0,0,296080,61800,19,172,0,0,10,10,0,0,560 (Satan's Essence),100,,,,,,,,Skill_MegidoArk2 (930),Skill_MagatsuhiPlunder (931),Skill_AkashicArts (160),Skill_Trisagion (8),Skill_Megidolaon (75),Skill_AbyssalMask (475),,,Skill_Adversary_PassivePart (690),50,Drain (1000),100,100,100,Drain (1000),Drain (1000),100,40,40,40,40,40,40,6,6,3,3,3,0,0,9,0,2,0,0,0,681,680,679,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Arahabaki,682,95,10000,9999,65,77,82,73,90,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,945,0,0,0,19,173,0,0,10,10,0,0,,,,,,,,,,Skill_EnergyDrain (81),Skill_Megidolaon (75),Skill_Concentrate (143),,,,,,Skill_AffableHospitality (617),Null (0),125,125,125,125,50,50,100,40,40,40,40,40,40,0,-4,-2,-3,-3,0,0,3,0,3,0,0,0,682,681,680,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Titania,683,95,8750,9999,52,56,94,69,86,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,942,0,0,0,19,174,0,0,10,10,0,0,,,,,,,,,,Skill_Ziobarion (37),Skill_Maziobarion (42),Skill_Dekaja (127),Skill_Dekunda (137),Skill_ImpalersAnimus (148),,,,Skill_SummerDream (622),100,125,100,100,100,Null (0),50,100,40,40,40,20,40,20,-4,0,0,3,0,0,0,0,0,1,3,3,0,683,682,681,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Sarasvati,684,95,8500,9999,56,52,99,73,82,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,938,0,0,0,19,175,0,0,10,10,0,0,,,,,,,,,,Skill_Bufubarion (22),Skill_Mabufubarion (27),Skill_Dekaja (127),Skill_Dekunda (137),Skill_ImpalersAnimus (148),,,,Skill_VinaRaga (579),100,125,Null (0),100,100,100,125,100,40,20,Null (0),40,40,40,0,-4,3,0,0,0,0,0,2,2,0,0,0,684,683,682,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Yatagarasu,685,95,9250,9999,69,65,86,94,65,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,940,0,0,0,19,176,0,0,10,10,0,0,,,,,,,,,,Skill_Hamabarion (69),Skill_Mahamabarion (72),Skill_Dekaja (127),Skill_Dekunda (137),Skill_ImpalersAnimus (148),,,,Skill_Helmsman (654),100,100,100,100,50,Null (0),125,100,40,40,125,40,40,40,0,0,0,0,2,4,-7,0,0,2,2,2,0,685,684,683,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Ganesha,686,95,11250,9999,94,99,52,99,52,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,935,0,0,0,19,177,0,0,10,10,0,0,,,,,,,,,,Skill_FigmentSlash (194),Skill_LusterCandy (126),Skill_Debilitate (136),Skill_ImpalersAnimus (148),,,,,Skill_DivineBenevolence (598),50,100,100,125,Null (0),100,125,100,125,20,40,40,40,40,3,0,0,-6,1,0,0,0,0,4,0,0,0,686,685,684,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Kumbhanda,687,95,10500,9999,99,86,56,86,69,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,937,0,0,0,19,178,0,0,10,10,0,0,,,,,,,,,,Skill_YabusameShot (211),Skill_LusterCandy (126),Skill_Debilitate (136),,,,,,Skill_HoneyTrap_PassivePart (688),100,100,100,125,Null (0),100,50,100,20,20,20,40,40,125,3,0,0,-5,0,0,2,0,2,0,0,0,0,687,686,685,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Fafnir,688,95,11000,9999,82,94,73,65,73,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,934,0,0,0,19,179,0,0,10,10,0,0,,,,,,,,,,Skill_Zanbarion (52),Skill_Mazanbarion (57),Skill_Dekaja (127),Skill_Dekunda (137),Skill_ImpalersAnimus (148),,,,Skill_VirusCarrier (637),50,100,125,125,100,100,100,100,Null (0),40,40,40,40,40,4,0,-3,-3,0,0,0,0,3,0,0,0,0,688,687,686,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Mada,689,95,10750,9999,73,90,77,60,77,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,944,0,0,0,19,180,0,0,10,10,0,0,,,,,,,,,,Skill_Agibarion (7),Skill_Maragibarion (12),Skill_Dekaja (127),Skill_Dekunda (137),Skill_ImpalersAnimus (148),,,,Skill_AiledResurgence (619),100,Drain (1000),125,100,100,100,Null (0),100,40,40,40,40,40,40,3,5,-4,0,0,0,0,-3,0,2,3,3,0,689,688,687,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Sraosha,690,95,9500,9999,90,69,90,77,60,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,943,0,0,0,19,181,0,0,10,10,0,0,,,,,,,,,,Skill_Freikugel (77),Skill_Megidolaon (75),Skill_Charge (142),,,,,,Skill_LightGestalt (651),100,100,50,50,125,Null (0),100,100,40,40,40,40,40,40,0,0,0,0,-5,5,0,2,0,0,3,3,0,690,689,688,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Hariti,691,95,9000,9999,77,60,86,82,94,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,939,0,0,0,19,182,0,0,10,10,0,0,,,,,,,,,,Skill_SlumberVortex (82),Skill_MarinKarin (91),Skill_Pulinpa (89),Skill_LusterCandy (126),Skill_Debilitate (136),,,,Skill_UnendingNightmare (662),100,100,100,100,125,100,Null (0),100,40,40,40,20,40,40,0,0,0,0,-2,0,2,0,2,0,3,3,0,691,690,689,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Kaiwan,692,95,9750,9999,60,73,90,90,77,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,936,0,0,0,19,183,0,0,10,10,0,0,,,,,,,,,,Skill_Mudobarion (63),Skill_Mamudobarion (66),Skill_Dekaja (127),Skill_Dekunda (137),Skill_ImpalersAnimus (148),,,,Skill_DarkStar (583),100,100,100,100,100,125,Null (0),100,40,40,40,40,20,40,0,0,0,0,0,-3,3,0,1,2,0,0,0,692,691,690,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Macabre,693,95,10250,9999,86,82,60,82,99,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,941,0,0,0,19,184,0,0,10,10,0,0,,,,,,,,,,Skill_SlumberVortex (82),Skill_ToxicSpray (250),Skill_Makajama (93),Skill_LusterCandy (126),Skill_Debilitate (136),,,,Skill_Trickery (630),100,100,100,100,100,125,Null (0),100,Null (0),20,40,40,40,40,1,0,0,0,0,-3,1,0,5,0,0,0,0,693,692,691,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,694,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,694,693,692,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,695,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,695,694,693,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,696,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,696,695,694,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,697,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,697,696,695,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,698,1,53,50,6,5,3,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,698,697,696,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,699,1,43,64,4,4,3,6,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,699,698,697,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,700,1,53,50,6,5,3,4,4,0,0,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,4,4,4,0,700,699,698,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,701,1,53,50,6,5,3,4,4,0,0,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,4,4,4,0,701,700,699,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,702,1,43,64,4,4,3,6,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,702,701,700,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,703,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,703,702,701,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,704,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,704,703,702,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Mandrake,705,7,110,9999,4,5,4,6,7,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,47,60,1,55,0,0,10,10,0,10,19 (Elec Shard),33,,,,,,,,Skill_Zio (31),,,,,,,,Skill_WardOffEvil (610),100,125,100,50,100,100,100,100,100,100,100,100,100,300,0,-3,0,1,0,0,0,0,3,0,1,1,0,705,704,703,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Onmoraki,706,99,1700,9999,80,72,84,76,48,0,1,0,1,0,1,0,0,2,1,0,1,1,98,5,100,100,0,0,4441,1236,19,55,0,0,10,10,0,1,,,,,,,,,,Skill_Agi (1),Skill_Pulinpa (89),Skill_Counter_PassivePart (434),Skill_Retaliate_PassivePart (435),Skill_NullLight (426),Skill_NullFire (406),,,Skill_FieryMelody (591),100,Null (0),125,100,125,Null (0),100,100,100,100,100,100,100,125,0,2,-3,0,0,0,1,0,0,0,0,0,0,706,705,704,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Agathion,707,14,233,9999,8,11,16,14,14,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,182,71,2,55,0,0,10,10,0,10,,,,,,,,,,Skill_Zio (31),Skill_Sukukaja (122),,,,,,,Skill_ThunderousMelody (593),100,50,125,50,100,100,125,100,100,100,100,100,100,100,0,0,-4,2,0,0,0,0,2,0,0,0,0,707,706,705,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Cait Sith,708,14,249,9999,12,12,13,14,11,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,182,71,2,55,0,0,10,10,0,10,,,,,,,,,,Skill_GramSlice (183),Skill_Dia2 (103),,,,,,,Skill_PawtoPawCombat (564),100,100,100,50,125,100,100,100,100,100,100,100,100,100,0,0,0,1,-3,0,0,0,0,1,1,1,0,708,707,706,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aitvaras,709,17,237,9999,13,13,15,19,17,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,300,72,3,55,0,0,10,10,0,10,,,,,,,,,,Skill_MirageShot (254),Skill_Lunge (157),Skill_Maragi (9),,,,,,Skill_FireGestalt (647),100,Null (0),125,100,100,100,100,100,50,100,100,100,100,100,1,2,-3,0,0,0,0,0,1,0,0,0,0,709,708,707,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Leanan Sidhe,710,18,250,9999,8,9,9,10,11,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,312,125,3,55,0,0,10,10,0,10,68 (Dark Dampener),100,,22 (Dark Shard),100,,,,,Skill_Mamudo (64),,,,,,,,Skill_BurdenofTalent (589),100,100,100,100,125,125,Null (0),100,125,100,100,100,100,100,-1,0,0,0,-3,-2,3,0,3,0,2,2,0,710,709,708,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Preta,711,7,108,9999,8,9,8,8,8,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,150,20,1,55,0,0,10,10,0,10,,,,,,,,,,Skill_BestialBite (203),,,,,,,,Skill_FocusedAssault (656),100,125,100,100,125,125,50,100,100,100,100,100,100,100,1,0,0,0,0,-3,3,0,0,0,-1,-1,0,711,710,709,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Daemon,712,11,160,9999,13,11,14,12,10,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,98,78,2,55,0,0,10,10,0,10,,,,,,,,,,Skill_HellishSlash (252),Skill_Agi (1),,,,,,,Skill_DarkEnhancer (605),100,50,100,125,100,125,Null (0),100,100,100,100,100,100,100,1,2,0,0,0,-4,2,0,0,0,0,0,0,712,711,710,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Preta,713,99,1650,9999,96,72,68,64,60,0,1,0,1,0,1,0,0,2,1,0,1,1,98,5,100,100,0,0,4441,1236,19,55,0,0,10,10,0,1,,,,,,,,,,Skill_BestialBite (203),Skill_Bufu (16),Skill_BloodyGlee (480),Skill_MurderousGlee (481),Skill_NullIce (410),Skill_NullDark (422),,,Skill_FocusedAssault (656),100,125,Null (0),100,125,125,Null (0),100,100,100,100,100,100,100,1,0,1,0,0,-3,3,0,0,0,-1,-1,0,713,712,711,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Angel,714,12,211,9999,7,9,18,13,14,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,123,56,2,55,0,0,10,10,0,10,,,,,,,,,,Skill_HumbleBlessing (280),Skill_Hama (67),,,,,,,Skill_BlessedMelody (595),100,100,100,100,125,Null (0),125,100,100,100,100,100,100,100,0,0,0,0,-3,3,-5,0,0,2,2,2,0,714,713,712,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Tsuchigumo,715,16,288,9999,15,21,17,11,13,0,1,0,1,0,1,0,0,2,1,0,1,1,98,5,100,100,0,0,257,68,3,55,0,0,10,10,0,10,,,,,,,,,,Skill_BouncingClaw (195),Skill_Mazio (39),,,,,,,Skill_Forager (532),100,100,125,50,100,100,100,100,50,100,100,100,100,100,1,0,0,2,0,0,0,0,0,0,-2,-2,0,715,714,713,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Zhen,716,15,154,9999,12,11,10,17,16,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,217,50,3,55,0,0,10,10,0,10,,,,,,,,,,Skill_Zio (31),Skill_ToxicSting (208),Skill_MadnessNeedle (210),,,,,,Skill_DeathlyAffliction (587),100,125,100,100,100,100,50,100,50,100,100,100,100,50,0,-3,0,0,0,0,0,0,3,1,0,0,0,716,715,714,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Mokoi,717,17,249,9999,14,14,16,14,13,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,300,65,3,55,0,0,10,10,0,10,,,,,,,,,,Skill_Zio (31),Skill_Dustoma (95),,,,,,,Skill_CompoundedCalamity (588),100,100,100,50,125,100,100,100,100,100,100,100,100,100,0,0,0,2,-3,0,0,0,1,-1,0,0,0,717,716,715,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Sudama,718,13,250,9999,5,6,3,6,5,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,227,116,2,55,0,0,10,10,0,10,46 (Spirit Drain Gem),50,,20 (Force Shard),100,,,,,Skill_Mazan (54),,,,,,,,Skill_VirusCarrier (637),100,125,125,100,Null (0),100,100,100,100,50,100,125,100,100,0,-3,-2,0,3,0,0,0,2,0,0,0,0,718,717,716,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Obariyon,719,16,230,9999,12,12,10,19,17,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,257,61,3,55,0,0,10,10,0,10,,,,,,,,,,Skill_Agi (1),Skill_Sukukaja (122),,,,,,,Skill_PhysGestalt (646),100,100,125,50,100,125,Null (0),100,100,100,100,100,100,100,1,0,-3,0,0,0,0,0,1,0,1,1,0,719,718,717,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Ippon-Datara,720,17,700,9999,9,15,9,9,10,0,1,0,1,0,1,0,0,2,1,0,1,1,98,5,100,100,0,0,810,360,3,55,0,0,10,10,0,10,7 (Revival Bead),100,,2 (Chakra Drop),100,,,,,Skill_Beatdown (169),Skill_HeatWave (161),,,,,,,Skill_OneFootHop (615),100,50,100,100,100,125,100,100,125,40,40,40,40,40,2,0,0,0,0,-3,0,0,-1,2,0,0,0,720,719,718,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Succubus,721,40,1200,9999,18,20,40,30,34,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,2559,333,8,55,0,0,10,10,0,10,2 (Chakra Drop),100,,,,,,,,Skill_SpiritDrain (80),Skill_Matarunda (129),,,,,,,Skill_Allure (534),100,50,Null (0),100,100,125,100,100,40,40,Null (0),Null (0),40,40,0,0,4,0,0,-5,0,0,4,1,0,0,0,721,720,719,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
